Team,Speler,Selecties,Gestart,Ingevallen,Vervangen,Speelminuten,Goals,Penalties,Own Goals,Geel,Dubbelgeel,Rood,Clean sheets,Kapitein,Type,MVP p>20/90min,Goals/90min,Geel/90min,Selecties L5,Gestart L5,Ingevallen L5,Vervangen L5,Speelminuten L5,Goals L5,Penalties L5,Own goals L5,Geel L5,Dubbelgeel L5,Rood L5,Clean sheet L5,Kapitein L5,RAPM_per90,RAPM_off_per90,RAPM_def_per90,RAPM_SE_per90,RAPM_CI_low,RAPM_CI_high,RAPM_z,xPPM_per90,xPPM_SE,xPPM_CI_low,xPPM_CI_high,xPPM_z
K. SV Moorsele A,Simon Verhelst,21,8,12,5,974,2,0,0,6,0,0,0,0,Speler,0.272,0.185,0.554,5,0,5,0,184,1,0,0,1,0,0,0,0,0.638,0.465,0.465,1.402,-2.11,3.386,0.45,0.247,1.012,-1.738,2.231,0.24
K. SV Moorsele A,Tibe Vercruysse,17,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. VC Ardooie A,Achiel Denijs,9,3,6,3,296,1,0,0,3,0,0,0,0,Speler,0.793,0.304,0.912,3,2,1,2,110,1,0,0,0,0,0,0,0,0.558,0.349,0.349,1.865,-3.097,4.214,0.3,0.468,1.31,-2.099,3.035,0.36
K. VC Ardooie A,Achille Callens,21,16,5,5,1462,0,0,0,0,0,0,0,0,Speler,0.611,0.0,0.0,5,4,1,2,361,0,0,0,0,0,0,0,0,0.63,0.225,0.225,1.678,-2.66,3.919,0.38,0.801,1.164,-1.479,3.082,0.69
K. VC Ardooie A,Alessandro Vermeersch,1,0,1,0,3,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,-0.019,-0.019,3.172,-6.22,6.214,-0.0,-0.032,1.993,-3.94,3.875,-0.02
K. VC Ardooie A,Brent Callewaert,25,25,0,1,2205,0,0,0,1,0,0,6,20,Keeper,0.571,0.0,0.041,5,5,0,0,450,0,0,0,0,0,0,2,5,-1.593,-1.154,-1.154,2.59,-6.669,3.483,-0.62,-1.614,1.691,-4.928,1.699,-0.95
K. VC Ardooie A,Clément Tournicourt,20,1,17,1,233,1,0,0,0,0,1,0,0,Speler,0.916,0.386,0.0,3,0,2,0,11,0,0,0,0,0,1,0,0,0.441,0.195,0.195,2.099,-3.673,4.554,0.21,1.05,1.44,-1.773,3.872,0.73
K. VC Ardooie A,Edouard Holvoet,23,12,11,9,1200,4,0,0,1,0,0,0,0,Speler,0.51,0.3,0.075,4,2,2,0,254,0,0,0,0,0,0,0,0,0.137,0.074,0.074,1.554,-2.908,3.182,0.09,-0.137,1.093,-2.28,2.005,-0.13
K. VC Ardooie A,Gianluca Cardoen,22,19,3,10,1665,2,0,1,7,0,0,0,0,Speler,0.508,0.108,0.378,4,4,0,3,325,1,0,0,2,0,0,0,0,0.371,0.408,0.408,1.591,-2.747,3.489,0.23,-0.405,1.125,-2.609,1.8,-0.36
K. VC Ardooie A,Gilles Rosseel,22,19,3,3,1722,3,0,0,6,0,0,0,0,Speler,0.618,0.157,0.314,4,4,0,0,360,0,0,0,1,0,0,0,0,0.39,0.224,0.224,1.751,-3.043,3.822,0.22,0.493,1.224,-1.906,2.891,0.4
K. VC Ardooie A,Giovanni Franco Simoês,18,12,6,4,1065,0,0,0,0,0,0,0,0,Speler,0.648,0.0,0.0,5,5,0,0,450,0,0,0,0,0,0,0,0,0.682,0.444,0.444,1.697,-2.643,4.008,0.4,-0.082,1.183,-2.401,2.238,-0.07
K. VC Ardooie A,Glenn Maddens,23,21,2,5,1917,3,0,1,6,0,0,0,4,Speler,0.549,0.141,0.282,5,5,0,2,411,0,0,0,0,0,0,0,0,-1.515,-0.933,-0.933,1.881,-5.203,2.172,-0.81,-0.698,1.302,-3.251,1.855,-0.54
K. VC Ardooie A,Gregory Hermans,24,24,0,9,2113,11,4,0,4,0,0,0,0,Speler,0.629,0.469,0.17,5,5,0,1,444,2,3,0,0,0,0,0,0,-0.818,-0.497,-0.497,2.114,-4.962,3.326,-0.39,-0.089,1.45,-2.93,2.752,-0.06
K. VC Ardooie A,Griffin George,12,0,10,0,91,0,0,0,0,0,0,0,0,Speler,0.759,0.0,0.0,2,0,2,0,27,0,0,0,0,0,0,0,0,0.327,0.154,0.154,2.476,-4.525,5.179,0.13,-1.101,1.657,-4.349,2.148,-0.66
K. VC Ardooie A,Guillaume Tournicourt,23,18,5,7,1571,0,0,0,6,1,0,0,0,Speler,0.615,0.0,0.344,5,5,0,2,403,0,0,0,1,0,0,0,0,0.745,0.532,0.532,1.62,-2.431,3.921,0.46,0.581,1.142,-1.656,2.819,0.51
K. VC Ardooie A,Jens Vanluchene,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. VC Ardooie A,Jordi Loncke,23,14,9,13,1060,1,0,0,2,0,0,0,0,Speler,0.383,0.085,0.17,5,1,4,1,136,0,0,0,0,0,0,0,0,0.144,0.17,0.17,1.578,-2.949,3.236,0.09,0.463,1.109,-1.711,2.637,0.42
K. VC Ardooie A,Lennert Van De Putte,25,24,1,6,2113,10,0,0,0,0,0,0,0,Speler,0.634,0.426,0.0,5,5,0,3,419,0,0,0,0,0,0,0,0,1.577,1.161,1.161,2.167,-2.67,5.825,0.73,1.432,1.476,-1.462,4.326,0.97
K. VC Ardooie A,Matisse Maelfait,16,10,6,7,866,1,0,0,3,0,0,0,0,Speler,0.533,0.104,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0.154,0.154,1.637,-2.893,3.523,0.19,-0.494,1.155,-2.758,1.769,-0.43
K. VC Ardooie A,Maxim Ver Eecke,25,14,11,4,1415,1,0,0,1,0,0,0,0,Speler,0.696,0.064,0.064,5,3,2,0,314,0,0,0,0,0,0,0,0,1.115,0.768,0.768,1.634,-2.088,4.318,0.68,1.03,1.148,-1.22,3.28,0.9
K. VC Ardooie A,Miguel Vanhee,10,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. VC Ardooie A,Rune Babylon,23,21,2,14,1701,4,0,0,7,0,0,0,0,Speler,0.547,0.212,0.37,4,4,0,2,333,1,0,0,2,0,0,0,0,0.283,0.086,0.086,1.656,-2.964,3.53,0.17,-0.107,1.162,-2.386,2.171,-0.09
K. VC Ardooie A,Vadim Vanneste,8,4,2,3,313,0,0,0,0,0,0,0,0,Speler,0.703,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.154,0.154,1.995,-3.89,3.93,0.01,0.342,1.374,-2.352,3.035,0.25
K. VC Ardooie A,Vusumuzi Nyoni,25,18,7,3,1683,2,0,0,0,0,0,0,1,Speler,0.53,0.107,0.0,5,1,4,0,131,0,0,0,0,0,0,0,0,0.222,0.157,0.157,1.704,-3.118,3.563,0.13,0.036,1.195,-2.307,2.38,0.03
K. WS Oudenburg,Aaron Ghesquière,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. WS Oudenburg,Andres 'T Kint,17,17,0,7,1444,1,0,0,6,0,0,0,0,Speler,0.407,0.062,0.374,4,4,0,3,321,0,0,0,1,0,0,0,0,-0.511,-0.057,-0.057,1.784,-4.008,2.986,-0.29,-0.552,1.225,-2.952,1.849,-0.45
K. WS Oudenburg,Arnor Vanhee,11,11,0,4,924,1,0,0,1,0,0,0,0,Speler,0.42,0.097,0.097,5,5,0,1,430,1,0,0,1,0,0,0,0,-0.259,-0.038,-0.038,2.029,-4.236,3.717,-0.13,-0.522,1.38,-3.226,2.182,-0.38
K. WS Oudenburg,Axel Uzoma,6,0,4,0,72,0,0,0,1,0,0,0,0,Speler,0.5,0.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.354,-1.111,-1.111,2.647,-6.542,3.835,-0.51,-0.126,1.744,-3.544,3.293,-0.07
K. WS Oudenburg,Ben Fremout,1,0,1,0,20,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.813,0.813,3.004,-5.058,6.718,0.28,0.204,1.917,-3.553,3.96,0.11
K. WS Oudenburg,Bodhi Boey,12,7,5,3,675,0,0,0,3,0,0,0,0,Speler,0.557,0.0,0.4,1,1,0,1,85,0,0,0,0,0,0,0,0,0.683,0.34,0.34,1.576,-2.405,3.771,0.43,0.429,1.121,-1.769,2.627,0.38
K. WS Oudenburg,Dante Vervoort,10,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. WS Oudenburg,Dieter Wittesaele,18,17,1,12,1348,3,1,0,0,0,0,0,0,Speler,0.382,0.2,0.0,2,2,0,2,130,0,0,0,0,0,0,0,0,0.616,0.377,0.377,1.803,-2.917,4.149,0.34,0.519,1.243,-1.917,2.954,0.42
K. WS Oudenburg,Dwight Grymonprez,17,17,0,1,1454,2,0,1,2,0,0,0,4,Speler,0.406,0.124,0.124,2,2,0,0,180,0,0,0,0,0,0,0,1,0.767,0.435,0.435,1.614,-2.397,3.931,0.47,0.955,1.125,-1.25,3.161,0.85
K. WS Oudenburg,Gilles De Jonghe,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. WS Oudenburg,Iben Kerkaert,16,7,0,0,630,0,0,0,0,0,0,1,0,Keeper,0.357,0.0,0.0,5,5,0,0,450,0,0,0,0,0,0,0,0,-0.296,-0.299,-0.299,2.536,-5.266,4.674,-0.12,0.03,1.625,-3.156,3.215,0.02
K. WS Oudenburg,Jelle Declercq,25,7,16,4,876,3,0,0,0,0,0,0,0,Speler,0.316,0.308,0.0,5,3,2,1,297,2,0,0,0,0,0,0,0,0.489,0.376,0.376,1.669,-2.782,3.759,0.29,1.225,1.166,-1.059,3.51,1.05
K. WS Oudenburg,Maarten Belligh,14,13,1,3,1123,0,0,0,2,0,0,0,0,Speler,0.405,0.0,0.16,5,4,1,2,315,0,0,0,1,0,0,0,0,0.67,0.361,0.361,1.909,-3.071,4.411,0.35,0.104,1.31,-2.464,2.672,0.08
K. WS Oudenburg,Matisse Coudeville,21,7,14,5,736,0,0,0,3,0,0,0,0,Speler,0.091,0.0,0.367,4,1,3,1,97,0,0,0,0,0,0,0,0,-0.952,-0.376,-0.376,1.618,-4.124,2.22,-0.59,-1.472,1.144,-3.713,0.77,-1.29
K. WS Oudenburg,Maxim Notredame,15,10,4,9,746,0,0,0,0,0,0,0,0,Speler,0.331,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.294,0.294,1.731,-3.114,3.671,0.16,0.351,1.215,-2.029,2.732,0.29
K. WS Oudenburg,Maxim Schwarz,2,0,1,0,2,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0.052,0.046,0.046,3.189,-6.199,6.302,0.02,0.038,2.001,-3.883,3.959,0.02
K. WS Oudenburg,Milan Denolf,4,2,2,0,204,0,0,0,1,0,0,0,0,Speler,0.5,0.0,0.441,3,1,2,0,114,0,0,0,1,0,0,0,0,0.16,0.401,0.401,2.363,-4.472,4.792,0.07,-0.225,1.576,-3.314,2.863,-0.14
K. WS Oudenburg,Nick Deschacht,20,18,2,7,1542,1,0,0,3,0,0,0,0,Speler,0.206,0.058,0.175,5,5,0,4,390,0,0,0,0,0,0,0,0,-0.252,-0.22,-0.22,1.69,-3.564,3.06,-0.15,-0.44,1.177,-2.747,1.868,-0.37
K. WS Oudenburg,Niels Vanbiervliet,20,18,2,0,1648,1,0,0,2,0,0,0,0,Speler,0.333,0.055,0.109,5,5,0,0,450,0,0,0,1,0,0,0,0,-0.033,-0.103,-0.103,1.957,-3.868,3.802,-0.02,-0.38,1.335,-2.997,2.236,-0.28
K. WS Oudenburg,Omid Aslami,22,2,20,2,569,2,0,0,1,0,0,0,0,Speler,0.225,0.316,0.158,5,0,5,0,131,0,0,0,0,0,0,0,0,0.54,0.285,0.285,1.67,-2.733,3.812,0.32,0.362,1.174,-1.938,2.663,0.31
K. WS Oudenburg,Renzo Gevaert,22,19,2,11,1496,0,0,0,5,0,0,0,0,Speler,0.241,0.0,0.301,5,4,1,2,337,0,0,0,1,0,0,0,0,0.286,0.101,0.101,1.623,-2.896,3.468,0.18,-0.218,1.139,-2.451,2.014,-0.19
K. WS Oudenburg,Sahin Akgundogdu,4,0,4,0,41,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,1.106,1.106,2.794,-4.363,6.591,0.4,0.432,1.819,-3.134,3.998,0.24
K. WS Oudenburg,Sybren Taillieu,23,21,2,3,1935,1,0,1,4,0,0,0,21,Speler,0.314,0.047,0.186,5,4,1,1,383,0,0,0,0,0,0,0,4,0.047,0.087,0.087,1.87,-3.618,3.712,0.03,0.138,1.292,-2.395,2.67,0.11
K. WS Oudenburg,Thibo Decloedt,24,18,0,0,1620,0,0,0,0,0,0,3,0,Keeper,0.333,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0.582,0.582,2.51,-4.33,5.511,0.24,0.118,1.605,-3.027,3.263,0.07
K. WS Oudenburg,Ward Vandendriessche,24,24,0,1,2141,1,0,0,4,0,0,0,0,Speler,0.336,0.042,0.168,5,5,0,0,450,0,0,0,0,0,0,0,0,-1.336,-0.916,-0.916,2.378,-5.997,3.324,-0.56,-0.82,1.573,-3.903,2.263,-0.52
K. WS Oudenburg,Wolfgang Constandt,13,10,2,0,975,4,0,0,4,0,0,0,0,Speler,0.6,0.369,0.369,4,3,0,0,270,0,0,0,1,0,0,0,0,1.656,1.037,1.037,1.845,-1.961,5.272,0.9,2.135,1.268,-0.351,4.621,1.68
K. WS Oudenburg,Xavier Stanghé,17,12,5,7,1063,0,0,0,4,0,0,0,0,Speler,0.312,0.0,0.339,3,1,2,1,90,0,0,0,0,0,0,0,0,-0.591,-0.453,-0.453,1.701,-3.925,2.743,-0.35,-0.951,1.188,-3.28,1.377,-0.8
K. WS Oudenburg,Yannick Laleman,19,18,1,10,1466,13,0,0,2,0,0,0,0,Speler,0.32,0.798,0.123,1,0,1,0,28,0,0,0,0,0,0,0,0,0.051,0.048,0.048,1.883,-3.639,3.741,0.03,0.291,1.295,-2.247,2.829,0.22
K.R.C. Waregem A,Arnaut Devenyns,23,22,1,0,2007,0,0,0,3,0,0,0,0,Speler,0.567,0.0,0.135,5,5,0,0,450,0,0,0,0,0,0,0,0,0.168,0.067,0.067,2.239,-4.22,4.556,0.07,-0.105,1.5,-3.045,2.836,-0.07
K.R.C. Waregem A,Bjarne D'Huyvetter,3,0,3,0,59,0,0,0,0,0,0,0,0,Speler,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339,-0.002,-0.002,2.663,-5.558,4.881,-0.13,-1.362,1.754,-4.799,2.075,-0.78
K.R.C. Waregem A,Denzel Van Fleteren,23,21,2,2,1885,3,0,0,1,0,0,0,21,Speler,0.542,0.143,0.048,5,5,0,0,450,0,0,0,0,0,0,0,5,0.322,0.271,0.271,2.106,-3.806,4.45,0.15,0.125,1.426,-2.67,2.919,0.09
K.R.C. Waregem A,Emiel Delmulle,24,19,5,13,1555,5,0,0,2,0,0,0,0,Speler,0.643,0.289,0.116,5,3,2,2,285,0,0,0,0,0,0,0,0,0.431,0.34,0.34,1.534,-2.576,3.438,0.28,1.096,1.094,-1.049,3.241,1.0
K.R.C. Waregem A,Gilles Van Maeldergem,15,6,9,3,689,1,0,0,0,0,0,0,0,Speler,0.434,0.131,0.0,1,1,0,1,62,0,0,0,0,0,0,0,0,-0.253,-0.166,-0.166,1.711,-3.607,3.102,-0.15,0.802,1.194,-1.539,3.142,0.67
K.R.C. Waregem A,Hannes Deweer,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.R.C. Waregem A,Jarne Vanderpoorten,20,17,3,3,1509,0,0,1,4,1,0,0,0,Speler,0.617,0.0,0.239,4,2,2,0,209,0,0,1,1,0,0,0,0,-0.228,-0.133,-0.133,1.696,-3.552,3.096,-0.13,0.116,1.185,-2.207,2.439,0.1
K.R.C. Waregem A,Jörg Roger Dutoit,17,15,2,4,1293,7,4,0,0,0,0,0,3,Speler,0.655,0.487,0.0,5,5,0,0,450,2,2,0,0,0,0,0,0,1.085,0.651,0.651,1.68,-2.207,4.377,0.65,1.016,1.165,-1.266,3.299,0.87
K.R.C. Waregem A,Kasper Claeys,20,14,6,9,1356,5,1,0,1,0,0,0,0,Speler,0.612,0.332,0.066,4,0,4,0,119,1,0,0,0,0,0,0,0,0.503,0.399,0.399,1.658,-2.746,3.753,0.3,0.631,1.157,-1.637,2.899,0.55
K.R.C. Waregem A,Keanu Debacker,1,0,1,0,28,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,1,0,28,0,0,0,0,0,0,0,0,-2.32,-1.917,-1.917,2.869,-7.944,3.305,-0.81,-1.329,1.859,-4.973,2.315,-0.71
K.R.C. Waregem A,Kengi Callens,22,12,10,6,1158,0,0,0,2,0,1,0,0,Speler,0.637,0.0,0.155,5,3,2,2,293,0,0,0,0,0,0,0,0,0.303,0.146,0.146,1.414,-2.468,3.074,0.21,-0.384,1.012,-2.367,1.599,-0.38
K.R.C. Waregem A,Kyran Vantieghem,15,0,1,0,44,0,0,0,0,0,0,1,0,Keeper,1.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.572,0.572,2.821,-4.901,6.157,0.22,0.253,1.821,-3.316,3.823,0.14
K.R.C. Waregem A,Lowie Van Renterghem,5,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.R.C. Waregem A,Lucas Maertens,6,4,2,2,378,0,0,0,0,0,0,0,0,Speler,0.63,0.0,0.0,5,4,1,2,356,0,0,0,0,0,0,0,0,-0.539,-0.208,-0.208,1.962,-4.385,3.306,-0.27,0.134,1.355,-2.522,2.79,0.1
K.R.C. Waregem A,Matteo Dujardin,24,23,1,13,1842,1,0,0,2,0,0,0,0,Speler,0.597,0.049,0.098,5,5,0,4,357,0,0,0,0,0,0,0,0,0.04,0.055,0.055,1.704,-3.3,3.379,0.02,0.1,1.207,-2.265,2.465,0.08
K.R.C. Waregem A,Mauro D'Huyvetter,1,0,1,0,2,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035,-0.015,-0.015,3.172,-6.252,6.183,-0.01,-1.558,1.994,-5.466,2.349,-0.78
K.R.C. Waregem A,Noah Debosschere,12,1,11,1,211,0,0,0,0,0,0,0,0,Speler,0.399,0.0,0.0,3,0,3,0,45,0,0,0,0,0,0,0,0,-1.193,-0.793,-0.793,2.092,-5.294,2.907,-0.57,-1.931,1.437,-4.747,0.885,-1.34
K.R.C. Waregem A,Obi Lein,22,17,5,11,1481,4,0,0,3,0,0,0,0,Speler,0.606,0.243,0.182,5,4,1,4,326,1,0,0,0,0,0,0,0,0.837,0.461,0.461,1.612,-2.323,3.997,0.52,0.343,1.132,-1.876,2.562,0.3
K.R.C. Waregem A,Robbe Debue,23,18,5,15,1372,3,0,0,2,0,0,0,0,Speler,0.61,0.197,0.131,4,4,0,4,241,0,0,0,0,0,0,0,0,0.033,0.088,0.088,1.624,-3.149,3.215,0.02,0.861,1.13,-1.354,3.076,0.76
K.R.C. Waregem A,Robbe Driessens,21,21,0,0,1885,2,0,0,4,1,0,0,0,Speler,0.549,0.095,0.191,4,4,0,0,360,0,0,0,1,0,0,0,0,0.165,0.167,0.167,1.936,-3.629,3.96,0.09,-0.745,1.329,-3.351,1.861,-0.56
K.R.C. Waregem A,Robbe Lahousse,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.R.C. Waregem A,Sam Legein,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.R.C. Waregem A,Siebe Depraetere,24,24,0,0,2160,4,0,0,3,0,0,0,0,Speler,0.604,0.167,0.125,5,5,0,0,450,1,0,0,2,0,0,0,0,-0.003,-0.016,-0.016,2.999,-5.88,5.875,-0.0,-0.225,1.878,-3.907,3.457,-0.12
K.R.C. Waregem A,Siebe Tyvaert,14,4,10,2,445,0,0,0,1,0,0,0,0,Speler,0.721,0.0,0.202,2,0,2,0,17,0,0,0,0,0,0,0,0,0.426,0.426,0.426,1.839,-3.179,4.03,0.23,-0.119,1.278,-2.623,2.386,-0.09
K.R.C. Waregem A,Soren Dutoit,24,24,0,1,2116,0,0,0,1,0,0,10,0,Keeper,0.596,0.0,0.043,5,5,0,0,450,0,0,0,0,0,0,3,0,-0.631,-0.588,-0.588,2.677,-5.877,4.616,-0.24,-0.478,1.723,-3.854,2.898,-0.28
K.R.C. Waregem A,Thibeau Waeye,9,2,7,1,251,1,0,0,0,0,0,0,0,Speler,0.479,0.359,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,1.465,1.033,1.033,2.12,-2.691,5.621,0.69,0.638,1.45,-2.205,3.48,0.44
K.R.C. Waregem A,Tibe Vandesompele,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.R.C. Waregem A,Victor Muylaert,1,0,1,0,25,0,0,0,0,0,0,0,0,Speler,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.048,0.048,2.901,-5.519,5.852,0.06,0.035,1.873,-3.635,3.705,0.02
K.R.C. Waregem A,Wout Rondelé,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.S.C. Wielsbeke,Alessio Van Den Broucke,24,23,0,11,1861,10,3,0,2,0,0,0,0,Speler,0.677,0.484,0.097,5,5,0,3,397,3,0,0,0,0,0,0,0,0.153,0.191,0.191,1.831,-3.435,3.742,0.08,0.128,1.273,-2.367,2.623,0.1
K.S.C. Wielsbeke,Arnaud De Brabant,7,2,3,2,108,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.492,-0.359,-0.359,2.565,-5.519,4.534,-0.19,-0.342,1.695,-3.665,2.981,-0.2
K.S.C. Wielsbeke,Arne Beeuwsaert,23,23,0,1,2022,3,0,0,1,0,2,0,23,Speler,0.695,0.134,0.045,5,5,0,0,422,0,0,0,1,0,1,0,5,1.049,0.731,0.731,2.274,-3.408,5.505,0.46,0.099,1.529,-2.898,3.095,0.06
K.S.C. Wielsbeke,Brent Speeckaert,7,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.S.C. Wielsbeke,Charles Noppe,23,14,9,6,1416,7,0,0,3,0,0,0,0,Speler,0.622,0.445,0.191,4,4,0,1,354,0,0,0,1,0,0,0,0,-0.364,-0.212,-0.212,1.818,-3.927,3.198,-0.2,-0.05,1.249,-2.498,2.399,-0.04
K.S.C. Wielsbeke,Dries Wysselinck,23,23,0,1,2063,0,0,0,2,0,0,0,1,Speler,0.673,0.0,0.087,5,5,0,0,450,0,0,0,0,0,0,0,0,-0.768,-0.634,-0.634,2.581,-5.827,4.29,-0.3,0.206,1.678,-3.083,3.495,0.12
K.S.C. Wielsbeke,Emiel Pannecoucke,17,8,8,2,778,0,0,0,2,0,0,0,0,Speler,0.368,0.0,0.231,5,5,0,0,450,0,0,0,1,0,0,0,0,-1.229,-0.741,-0.741,1.784,-4.726,2.268,-0.69,-1.355,1.232,-3.77,1.059,-1.1
K.S.C. Wielsbeke,Ian Maes,22,12,10,8,1126,3,0,0,4,0,0,0,0,Speler,0.551,0.24,0.32,5,1,4,1,113,0,0,0,0,0,0,0,0,-0.564,-0.185,-0.185,1.67,-3.837,2.709,-0.34,-1.01,1.165,-3.293,1.273,-0.87
K.S.C. Wielsbeke,Ilyes Sliti,11,0,10,0,94,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,5,0,5,0,54,0,0,0,0,0,0,0,0,0.735,0.694,0.694,2.361,-3.893,5.364,0.31,-0.442,1.601,-3.58,2.696,-0.28
K.S.C. Wielsbeke,Jaron Strobbe,2,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.S.C. Wielsbeke,Jonathan Verstraete,18,17,1,2,1536,2,0,0,5,1,0,0,0,Speler,0.764,0.117,0.293,1,0,1,0,12,2,0,0,0,0,0,0,0,1.202,0.623,0.623,1.885,-2.492,4.896,0.64,1.065,1.289,-1.462,3.591,0.83
K.S.C. Wielsbeke,Jules De Clerck,8,0,7,0,102,1,0,0,0,0,0,0,0,Speler,0.0,0.882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.766,-0.673,-0.673,2.329,-5.332,3.799,-0.33,-2.179,1.584,-5.283,0.926,-1.38
K.S.C. Wielsbeke,Jules Vermeersch,11,2,5,0,277,0,0,0,1,0,0,0,0,Speler,0.5,0.0,0.325,3,0,2,0,14,0,0,0,0,0,0,0,0,-0.879,-0.442,-0.442,2.204,-5.199,3.44,-0.4,-0.266,1.481,-3.169,2.638,-0.18
K.S.C. Wielsbeke,Kassmi Mohamed Ali,22,22,0,3,1951,0,0,0,4,0,0,0,0,Speler,0.661,0.0,0.185,5,5,0,2,436,0,0,0,1,0,0,0,0,1.178,0.686,0.686,2.251,-3.235,5.59,0.52,0.64,1.499,-2.297,3.577,0.43
K.S.C. Wielsbeke,Lars De Meester,1,0,1,0,4,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,1,0,4,0,0,0,0,0,0,0,0,0.862,0.663,0.663,3.15,-5.313,7.037,0.27,0.064,1.983,-3.823,3.952,0.03
K.S.C. Wielsbeke,Lars Vandenbroucke,21,18,3,1,1696,5,0,0,2,0,0,0,0,Speler,0.574,0.265,0.106,5,5,0,0,450,0,0,0,0,0,0,0,0,0.365,0.07,0.07,1.977,-3.51,4.241,0.18,-1.062,1.352,-3.712,1.588,-0.79
K.S.C. Wielsbeke,Mano Decuypere,6,0,6,0,139,0,0,0,0,0,0,0,0,Speler,0.616,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.263,0.263,2.349,-4.234,4.975,0.16,0.298,1.582,-2.801,3.398,0.19
K.S.C. Wielsbeke,Nicolas Gheeraert,23,21,1,5,1782,0,0,0,3,0,0,0,0,Speler,0.671,0.0,0.152,4,4,0,1,349,0,0,0,1,0,0,0,0,-0.508,-0.012,-0.012,1.852,-4.137,3.121,-0.27,-0.099,1.272,-2.593,2.395,-0.08
