Team,Speler,Selecties,Gestart,Ingevallen,Vervangen,Speelminuten,Goals,Penalties,Own Goals,Geel,Dubbelgeel,Rood,Clean sheets,Kapitein,Type,MVP p>20/90min,Goals/90min,Geel/90min,Selecties L5,Gestart L5,Ingevallen L5,Vervangen L5,Speelminuten L5,Goals L5,Penalties L5,Own goals L5,Geel L5,Dubbelgeel L5,Rood L5,Clean sheet L5,Kapitein L5,RAPM_per90,RAPM_off_per90,RAPM_def_per90,RAPM_SE_per90,RAPM_CI_low,RAPM_CI_high,RAPM_z,xPPM_per90,xPPM_SE,xPPM_CI_low,xPPM_CI_high,xPPM_z
K. FC Varsenare A,Pieter Geldof,11,10,0,2,763,3,0,0,4,0,0,0,10,Speler,0.56,0.354,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.358,0.358,1.83,-3.011,4.162,0.31,0.357,1.26,-2.113,2.826,0.28
K. FC Varsenare A,Rien Plasschaert,7,7,0,3,561,3,0,0,1,0,0,0,0,Speler,0.437,0.481,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.062,1.062,2.302,-3.433,5.592,0.47,1.271,1.532,-1.731,4.273,0.83
K. FC Varsenare A,Robby Bollaert,5,3,1,3,274,0,0,0,0,0,0,0,0,Speler,0.356,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.372,-0.485,-0.485,2.215,-4.712,3.969,-0.17,-1.155,1.503,-4.1,1.79,-0.77
K. FC Varsenare A,Rune Vandamme-Vinckier,14,1,8,0,300,0,0,0,1,0,1,0,0,Speler,0.276,0.0,0.3,2,0,1,0,5,0,0,0,0,0,1,0,0,-2.191,-1.503,-1.503,1.931,-5.976,1.594,-1.13,-1.782,1.342,-4.413,0.848,-1.33
K. FC Varsenare A,Samuel Mbeah,10,0,6,0,53,0,0,0,0,0,0,0,0,Speler,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.436,-0.058,-0.058,2.723,-5.773,4.901,-0.16,-0.31,1.782,-3.804,3.183,-0.17
K. FC Varsenare A,Sebastien Cattoor,23,1,4,0,143,0,0,0,0,0,0,2,0,Keeper,1.0,0.0,0.0,5,0,1,0,19,0,0,0,0,0,0,1,0,-0.129,-0.184,-0.184,2.558,-5.144,4.885,-0.05,-0.291,1.673,-3.57,2.987,-0.17
K. FC Varsenare A,Thibo Janssens,21,21,0,2,1872,16,2,0,0,0,0,0,0,Speler,0.618,0.769,0.0,5,5,0,1,436,3,1,0,0,0,0,0,0,-0.097,0.31,0.31,2.069,-4.152,3.958,-0.05,-0.473,1.39,-3.197,2.252,-0.34
K. FC Varsenare A,Timon Bogaert,23,17,5,9,1555,1,0,0,3,0,0,0,0,Speler,0.689,0.058,0.174,5,4,1,2,359,0,0,0,0,0,0,0,0,0.597,0.396,0.396,1.698,-2.731,3.925,0.35,1.592,1.181,-0.724,3.907,1.35
K. RC Bissegem,Andres Dewaele,24,18,6,11,1586,7,1,0,4,1,0,0,0,Speler,0.511,0.397,0.227,4,4,0,3,278,2,0,0,1,0,0,0,0,0.474,0.348,0.348,1.675,-2.81,3.758,0.28,-0.32,1.169,-2.611,1.97,-0.27
K. RC Bissegem,Arne Derycke,22,15,7,4,1433,2,0,0,8,0,0,0,0,Speler,0.566,0.126,0.502,5,4,1,2,370,1,0,0,2,0,0,0,0,0.063,0.02,0.02,1.673,-3.216,3.342,0.04,-0.082,1.168,-2.371,2.207,-0.07
K. RC Bissegem,Björn Jacky Dewaele,20,16,0,0,1440,0,0,0,1,0,0,3,0,Keeper,0.531,0.0,0.062,5,5,0,0,450,0,0,0,1,0,0,1,0,0.411,0.345,0.345,2.408,-4.309,5.13,0.17,0.243,1.546,-2.786,3.273,0.16
K. RC Bissegem,Bruno Dhoop,24,22,0,1,1970,3,0,0,3,0,0,0,0,Speler,0.594,0.137,0.137,4,4,0,1,350,0,0,0,0,0,0,0,0,0.308,0.261,0.261,2.147,-3.901,4.517,0.14,0.351,1.447,-2.485,3.187,0.24
K. RC Bissegem,Corentyn Duviler,19,14,3,7,1191,0,1,0,1,0,0,0,0,Speler,0.47,0.0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.516,-0.41,-0.41,1.797,-4.038,3.007,-0.29,-0.336,1.236,-2.759,2.086,-0.27
K. RC Bissegem,Elyas Barros Silva,15,11,4,3,1000,1,0,0,0,0,0,0,0,Speler,0.668,0.09,0.0,5,5,0,2,387,0,0,0,0,0,0,0,0,0.734,0.438,0.438,1.586,-2.373,3.842,0.46,1.256,1.116,-0.933,3.444,1.12
K. RC Bissegem,Emiel Martens,25,10,0,0,900,0,0,0,0,0,0,1,0,Keeper,0.6,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0.363,0.363,2.43,-4.231,5.293,0.22,0.131,1.56,-2.927,3.189,0.08
K. RC Bissegem,Gaëtan Tom Vercaemer,20,4,14,3,571,1,0,0,1,0,0,0,0,Speler,0.654,0.158,0.158,4,0,3,0,99,0,0,0,0,0,0,0,0,1.062,0.701,0.701,1.752,-2.373,4.496,0.61,-0.296,1.224,-2.696,2.104,-0.24
K. RC Bissegem,Gilles Hamers,21,17,4,7,1509,0,0,0,7,0,0,0,0,Speler,0.526,0.0,0.417,3,3,0,1,240,0,0,0,2,0,0,0,0,-0.218,-0.237,-0.237,1.592,-3.338,2.901,-0.14,-0.261,1.118,-2.453,1.931,-0.23
K. RC Bissegem,Glenn Lapeire,16,4,7,3,302,0,0,0,0,0,0,0,0,Speler,0.434,0.0,0.0,5,2,2,1,145,0,0,0,0,0,0,0,0,-0.804,-0.556,-0.556,2.18,-5.076,3.468,-0.37,-1.441,1.466,-4.314,1.432,-0.98
K. RC Bissegem,Kenzie Vandeputte,18,16,1,13,1174,12,0,0,3,0,0,0,0,Speler,0.591,0.92,0.23,3,3,0,2,244,1,0,0,2,0,0,0,0,1.472,1.034,1.034,1.78,-2.018,4.961,0.83,2.236,1.227,-0.169,4.642,1.82
K. RC Bissegem,Louis Coetsier,6,1,4,2,131,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,4,1,2,1,110,0,0,0,0,0,0,0,0,-0.158,-0.342,-0.342,2.408,-4.878,4.561,-0.07,-0.62,1.618,-3.791,2.551,-0.38
K. RC Bissegem,Mamadou Ba,4,0,4,0,41,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377,-0.365,-0.365,2.74,-5.747,4.994,-0.14,0.121,1.795,-3.396,3.639,0.07
K. RC Bissegem,Matteo Coqu,26,23,3,3,2159,1,0,0,1,0,0,0,0,Speler,0.569,0.042,0.042,5,4,1,1,403,0,0,0,0,0,0,0,0,0.267,0.114,0.114,2.284,-4.211,4.744,0.12,-0.217,1.512,-3.181,2.746,-0.14
K. RC Bissegem,Miguel Schelstraete,12,0,9,0,123,2,0,0,0,0,0,0,0,Speler,0.235,1.463,0.0,4,0,3,0,57,1,0,0,0,0,0,0,0,0.141,0.152,0.152,2.326,-4.419,4.7,0.06,0.814,1.572,-2.268,3.896,0.52
K. RC Bissegem,Orry Vancraeyveldt,25,25,0,2,2195,2,1,0,5,0,0,0,0,Speler,0.582,0.082,0.205,5,5,0,0,450,0,0,0,1,0,0,0,0,0.236,0.154,0.154,2.037,-3.756,4.228,0.12,0.195,1.395,-2.54,2.93,0.14
K. RC Bissegem,Robin Ameye,16,4,11,2,478,0,0,0,2,0,0,0,0,Speler,0.326,0.0,0.377,4,0,4,0,69,0,0,0,1,0,0,0,0,0.264,-0.115,-0.115,1.806,-3.276,3.804,0.15,-0.016,1.253,-2.471,2.44,-0.01
K. RC Bissegem,Rutger Sturm,26,23,1,14,1862,7,0,0,1,0,0,0,2,Speler,0.533,0.338,0.048,5,5,0,0,450,0,0,0,0,0,0,0,0,-0.326,-0.088,-0.088,1.804,-3.862,3.21,-0.18,-0.63,1.255,-3.089,1.829,-0.5
K. RC Bissegem,Wim Vandoorne,24,24,0,10,1932,1,0,0,2,0,1,0,24,Speler,0.559,0.047,0.093,5,5,0,2,319,0,0,0,1,0,1,0,5,-0.463,-0.338,-0.338,1.81,-4.011,3.085,-0.26,0.272,1.255,-2.188,2.732,0.22
K. RC Bissegem,Yari Vercaemere,17,6,9,2,764,4,0,0,3,0,0,0,0,Speler,0.637,0.471,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.364,0.364,1.934,-3.503,4.077,0.15,0.303,1.324,-2.292,2.899,0.23
K. RC Bissegem,Zito Bostoen,25,22,1,1,1972,0,0,0,0,0,0,0,0,Speler,0.572,0.0,0.0,5,5,0,0,450,0,0,0,0,0,0,0,0,-0.588,-0.276,-0.276,2.086,-4.675,3.5,-0.28,-0.364,1.41,-3.127,2.4,-0.26
K. SV Bredene A,Aboubacar Abdurahman Mahmoud,1,0,1,0,15,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.164,-0.912,-0.912,3.025,-7.094,4.766,-0.38,0.243,1.929,-3.538,4.025,0.13
K. SV Bredene A,Ahmed Raef Van Cauwenberghe,4,1,3,1,147,0,0,0,0,0,0,0,0,Speler,0.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028,0.584,0.584,2.393,-3.663,5.719,0.43,-0.254,1.603,-3.395,2.888,-0.16
K. SV Bredene A,Ahmed Rayane Meziane Mtalsi,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. SV Bredene A,Alexys Marc Sézille,21,19,2,1,1751,0,0,1,7,0,0,0,6,Speler,0.0,0.0,0.36,5,5,0,1,442,0,0,0,1,0,0,0,5,-0.954,-0.471,-0.471,1.745,-4.374,2.465,-0.55,-0.4,1.203,-2.758,1.958,-0.33
K. SV Bredene A,Anes Meftah,5,4,0,1,298,0,0,0,0,0,1,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0.454,0.454,2.264,-3.929,4.946,0.22,0.597,1.518,-2.377,3.572,0.39
K. SV Bredene A,Arnaud Axel Depuydt,9,8,0,0,677,0,0,0,0,0,1,0,5,Keeper,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.021,1.359,1.359,2.492,-2.863,6.906,0.81,0.217,1.606,-2.932,3.365,0.13
K. SV Bredene A,Asrab Magomadov,14,10,3,5,761,0,0,0,1,0,0,0,0,Speler,0.018,0.0,0.118,1,1,0,1,36,0,0,0,0,0,0,0,0,-0.475,-0.167,-0.167,1.598,-3.607,2.658,-0.3,-0.329,1.13,-2.544,1.887,-0.29
K. SV Bredene A,Atikou Koura,6,3,3,1,297,0,0,0,2,0,0,0,0,Speler,0.05,0.0,0.606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172,-0.122,-0.122,2.267,-4.615,4.271,-0.08,0.236,1.522,-2.747,3.219,0.16
K. SV Bredene A,Edi Tahiri,13,10,3,3,926,2,0,0,0,0,0,0,0,Speler,0.0,0.194,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.243,0.243,1.812,-2.988,4.116,0.31,0.021,1.247,-2.423,2.465,0.02
K. SV Bredene A,Enzo Laga,3,2,0,0,180,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,2,0,0,180,0,0,0,0,0,0,0,0,-0.594,-0.768,-0.768,2.603,-5.696,4.509,-0.23,-0.397,1.693,-3.716,2.922,-0.23
K. SV Bredene A,Esteban Neirinckx,8,5,3,1,454,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,1,0,1,25,0,0,0,0,0,0,0,0,-0.721,-0.475,-0.475,1.911,-4.467,3.025,-0.38,0.929,1.316,-1.65,3.507,0.71
K. SV Bredene A,Fada Hussain Mohammadi,10,5,4,4,366,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,2,0,2,88,0,0,0,0,0,0,0,0,0.05,0.084,0.084,2.01,-3.889,3.989,0.02,-0.351,1.377,-3.051,2.348,-0.25
K. SV Bredene A,Filimon Brhane Michael,4,0,4,0,86,0,0,0,0,0,0,0,0,Speler,0.209,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.352,-0.34,-0.34,2.607,-5.462,4.757,-0.14,0.149,1.712,-3.206,3.504,0.09
K. SV Bredene A,Genc Hysenbegasi,15,8,7,5,730,0,0,0,1,0,0,0,0,Speler,0.0,0.0,0.123,2,1,1,1,84,0,0,0,0,0,0,0,0,1.082,0.869,0.869,1.806,-2.457,4.621,0.6,0.457,1.262,-2.016,2.93,0.36
K. SV Bredene A,Gianni Roos,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. SV Bredene A,Ibragim Akhtakhanov,19,19,0,1,1683,4,3,0,1,0,0,0,0,Speler,0.0,0.214,0.053,4,4,0,0,360,2,0,0,0,0,0,0,0,-0.565,-0.484,-0.484,1.848,-4.188,3.058,-0.31,-0.038,1.258,-2.503,2.427,-0.03
K. SV Bredene A,Iker Wÿnrocx,19,16,3,4,1379,0,0,0,1,1,0,0,0,Speler,0.019,0.0,0.065,4,4,0,0,360,0,0,0,0,0,0,0,0,-1.224,-0.798,-0.798,1.863,-4.876,2.427,-0.66,-0.287,1.274,-2.785,2.21,-0.23
K. SV Bredene A,Jaden Mercy,5,4,1,3,309,0,0,0,1,0,0,0,0,Speler,0.115,0.0,0.291,1,1,0,1,46,0,0,0,0,0,0,0,0,0.092,-0.003,-0.003,2.175,-4.171,4.355,0.04,-0.683,1.471,-3.567,2.2,-0.46
K. SV Bredene A,Jamal Juma Mustafa Habib,1,0,1,0,45,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0.497,0.497,2.816,-5.001,6.038,0.18,0.178,1.829,-3.407,3.762,0.1
K. SV Bredene A,Janco Fockenier,2,2,0,0,180,0,0,0,1,0,0,0,0,Speler,0.0,0.0,0.5,2,2,0,0,180,0,0,0,1,0,0,0,0,0.321,0.036,0.036,2.594,-4.763,5.405,0.12,-0.069,1.689,-3.38,3.241,-0.04
K. SV Bredene A,Jari Lauwereins,5,3,2,2,260,0,0,0,0,0,0,0,0,Speler,0.065,0.0,0.0,5,3,2,2,260,0,0,0,0,0,0,0,0,0.207,0.241,0.241,2.416,-4.528,4.943,0.09,-0.698,1.602,-3.838,2.442,-0.44
K. SV Bredene A,Jesse Huyghebaert,2,0,2,0,98,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,2,0,98,0,0,0,0,0,0,0,0,-0.342,-0.353,-0.353,2.626,-5.49,4.805,-0.13,0.436,1.724,-2.943,3.814,0.25
K. SV Bredene A,Jorben Goes,24,23,1,6,1966,1,0,0,2,0,0,0,0,Speler,0.0,0.046,0.092,5,5,0,0,450,0,0,0,2,0,0,0,0,-0.232,-0.037,-0.037,1.973,-4.099,3.636,-0.12,-0.042,1.34,-2.667,2.584,-0.03
K. SV Bredene A,Keano Dildick,2,2,0,0,180,0,0,0,1,0,0,0,0,Speler,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.179,-0.958,-0.958,2.532,-6.142,3.784,-0.47,0.373,1.66,-2.88,3.626,0.22
K. SV Bredene A,Kenji Verminck,6,5,1,1,415,0,0,0,1,0,0,0,0,Speler,0.0,0.0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.112,-1.595,-1.595,2.227,-6.478,2.253,-0.95,-0.156,1.489,-3.074,2.762,-0.1
K. SV Bredene A,Korkut Eray Gül,1,0,1,0,58,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.931,-1.264,-1.264,2.792,-7.403,3.541,-0.69,0.095,1.813,-3.459,3.65,0.05
K. SV Bredene A,Kyan Naessens,4,1,0,0,90,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.024,-1.667,-1.667,2.801,-7.514,3.467,-0.72,-0.031,1.802,-3.564,3.501,-0.02
K. SV Bredene A,Lauren Frederik Lintermans,2,0,2,0,51,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,2,0,51,0,0,0,0,0,0,0,0,0.458,0.366,0.366,2.862,-5.152,6.068,0.16,0.459,1.841,-3.15,4.068,0.25
K. SV Bredene A,Mats Boey,8,4,4,2,419,0,0,0,1,0,0,0,0,Speler,0.0,0.0,0.215,3,2,1,1,220,0,0,0,1,0,0,0,0,1.543,1.137,1.137,2.023,-2.422,5.508,0.76,-0.56,1.382,-3.269,2.15,-0.4
K. SV Bredene A,Mehdi Hossaini,13,11,2,4,989,1,1,0,4,0,0,0,1,Speler,0.047,0.091,0.364,1,1,0,0,90,0,0,0,0,0,0,0,0,-1.24,-0.949,-0.949,1.847,-4.86,2.379,-0.67,-1.043,1.27,-3.532,1.446,-0.82
K. SV Bredene A,Melek Labihi,17,17,0,7,1426,0,0,1,6,0,0,0,0,Speler,0.0,0.0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.453,0.453,1.959,-3.718,3.96,0.06,-0.027,1.329,-2.632,2.578,-0.02
K. SV Bredene A,Mohamad Attar Banksli,5,0,5,0,74,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,2,0,30,0,0,0,0,0,0,0,0,0.454,0.313,0.313,2.581,-4.604,5.512,0.18,0.95,1.708,-2.397,4.297,0.56
K. SV Bredene A,Moussa Oumarou,8,7,1,2,526,0,0,0,2,1,0,0,0,Speler,0.0,0.0,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212,0.203,0.203,1.89,-3.916,3.491,-0.11,-0.734,1.303,-3.287,1.82,-0.56
K. SV Bredene A,Muhamadhabib Aliev,6,5,1,3,440,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,2,0,1,168,0,0,0,0,0,0,0,0,0.595,0.38,0.38,2.087,-3.495,4.686,0.29,0.717,1.417,-2.061,3.495,0.51
K. SV Bredene A,Natnael Habteab Hagos,10,10,0,2,861,0,0,0,4,0,0,0,0,Speler,0.0,0.0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335,0.859,0.859,1.901,-2.39,5.06,0.7,0.113,1.298,-2.43,2.656,0.09
K. SV Bredene A,Nicolas Brouckmeersch,11,11,0,1,965,0,0,0,2,0,0,0,0,Speler,0.0,0.0,0.187,4,4,0,0,360,0,0,0,1,0,0,0,0,1.44,1.197,1.197,1.995,-2.47,5.35,0.72,1.018,1.337,-1.602,3.638,0.76
K. SV Bredene A,Nika Rizhamadze,16,16,0,1,1375,0,0,1,5,1,0,0,13,Speler,0.0,0.0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.781,-0.383,-0.383,1.817,-4.342,2.78,-0.43,0.396,1.253,-2.061,2.852,0.32
K. SV Bredene A,Nyo Cool,18,16,2,5,1422,0,0,0,3,0,0,0,0,Speler,0.022,0.0,0.19,4,4,0,0,360,0,0,0,0,0,0,0,0,-1.844,-1.398,-1.398,1.708,-5.191,1.503,-1.08,-0.96,1.181,-3.275,1.355,-0.81
K. SV Bredene A,Omar Moujtahid,1,0,1,0,9,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.431,0.431,3.092,-5.603,6.519,0.15,0.017,1.959,-3.822,3.856,0.01
K. SV Bredene A,Owen Tomme,9,7,2,1,672,0,0,0,2,0,0,0,0,Speler,0.0,0.0,0.268,1,1,0,0,90,0,0,0,1,0,0,0,0,-0.906,-0.223,-0.223,2.018,-4.86,3.049,-0.45,-0.16,1.361,-2.827,2.508,-0.12
K. SV Bredene A,Robbie Schoonvaere,1,0,1,0,25,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,1,0,25,0,0,0,0,0,0,0,0,0.513,0.496,0.496,2.995,-5.357,6.384,0.17,0.294,1.909,-3.449,4.036,0.15
K. SV Bredene A,Senne Verschuere,2,0,2,0,73,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,2,0,73,0,0,0,0,0,0,0,0,-0.094,-0.099,-0.099,2.695,-5.376,5.188,-0.03,0.436,1.766,-3.026,3.897,0.25
K. SV Bredene A,Théo Arthur Berg,20,16,1,0,1483,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,5,5,0,0,450,0,0,0,0,0,0,0,0,-0.963,-0.316,-0.316,2.182,-5.24,3.313,-0.44,-0.215,1.419,-2.996,2.567,-0.15
K. SV Bredene A,Timo Knockaert,1,1,0,0,90,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,1,0,0,90,0,0,0,0,0,0,0,0,0.174,0.172,0.172,2.784,-5.283,5.631,0.06,0.091,1.791,-3.419,3.601,0.05
K. SV Bredene A,Vic Schockaert,4,4,0,2,334,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,4,4,0,2,334,0,0,0,0,0,0,0,0,0.607,0.548,0.548,2.422,-4.14,5.354,0.25,0.06,1.591,-3.058,3.178,0.04
K. SV Moorsele A,Andreas Gheldof,9,3,6,1,327,0,0,0,0,0,0,0,0,Speler,0.58,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.289,0.289,1.991,-3.357,4.447,0.27,0.899,1.38,-1.805,3.604,0.65
K. SV Moorsele A,Arne Scheldeman,10,10,0,4,755,1,0,0,2,0,0,0,0,Speler,0.365,0.119,0.238,3,3,0,2,191,0,0,0,0,0,0,0,0,0.357,0.119,0.119,1.739,-3.051,3.764,0.21,-0.039,1.208,-2.406,2.328,-0.03
K. SV Moorsele A,Bas Descheemaeker,17,13,4,7,1094,1,0,0,1,0,0,0,0,Speler,0.367,0.082,0.082,4,3,1,3,232,0,0,0,0,0,0,0,0,0.073,0.236,0.236,1.57,-3.004,3.151,0.05,0.061,1.109,-2.113,2.235,0.05
K. SV Moorsele A,Bjarne Vanderstraeten,23,23,0,4,1978,13,0,0,3,0,0,0,0,Speler,0.352,0.592,0.137,4,4,0,1,333,2,0,0,1,0,0,0,0,-0.187,-0.308,-0.308,2.124,-4.349,3.976,-0.09,0.126,1.442,-2.7,2.953,0.09
K. SV Moorsele A,Broos Verlinde,24,24,0,0,2160,0,0,0,0,0,0,2,24,Keeper,0.312,0.0,0.0,5,5,0,0,450,0,0,0,0,0,0,0,5,0.014,0.069,0.069,2.981,-5.83,5.857,0.0,-0.111,1.867,-3.771,3.548,-0.06
K. SV Moorsele A,Gilles Bouckaert,23,22,1,5,1882,3,0,0,2,0,0,0,0,Speler,0.319,0.143,0.096,5,5,0,1,405,1,0,0,0,0,0,0,0,-0.654,-0.249,-0.249,1.956,-4.488,3.181,-0.33,-0.005,1.349,-2.648,2.639,-0.0
K. SV Moorsele A,Gilles Soens,22,21,1,4,1787,0,0,0,3,0,0,0,0,Speler,0.378,0.0,0.151,4,4,0,2,290,0,0,0,1,0,0,0,0,-0.188,0.056,0.056,1.75,-3.617,3.242,-0.11,0.655,1.225,-1.747,3.056,0.53
K. SV Moorsele A,Jelle De Corte,7,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. SV Moorsele A,Jonas Hanson,21,14,7,10,1284,3,0,0,0,0,0,0,0,Speler,0.379,0.21,0.0,5,3,2,1,270,0,0,0,0,0,0,0,0,0.041,0.06,0.06,1.566,-3.029,3.11,0.03,-0.559,1.115,-2.746,1.627,-0.5
K. SV Moorsele A,Jonas Slosse,2,0,2,0,48,0,0,0,0,0,0,0,0,Speler,0.24,0.0,0.0,2,0,2,0,48,0,0,0,0,0,0,0,0,-0.758,-0.476,-0.476,2.769,-6.185,4.669,-0.27,-0.66,1.804,-4.196,2.876,-0.37
K. SV Moorsele A,Kevin Lefever,23,9,14,6,917,0,0,0,2,0,0,0,0,Speler,0.252,0.0,0.196,4,0,4,0,126,0,0,0,0,0,0,0,0,-0.261,0.005,0.005,1.62,-3.436,2.913,-0.16,-0.372,1.138,-2.603,1.86,-0.33
K. SV Moorsele A,Klaas Lievrouw,19,16,2,4,1385,0,0,0,6,0,0,0,0,Speler,0.333,0.0,0.39,4,3,1,1,228,0,0,0,0,0,0,0,0,0.645,0.241,0.241,1.571,-2.435,3.725,0.41,-0.135,1.108,-2.307,2.037,-0.12
K. SV Moorsele A,Lander Van Wassenhove,20,20,0,2,1746,3,0,0,4,0,1,0,0,Speler,0.329,0.155,0.206,5,5,0,1,428,1,0,0,1,0,0,0,0,0.492,0.428,0.428,1.84,-3.114,4.099,0.27,0.251,1.273,-2.244,2.746,0.2
K. SV Moorsele A,Lander Vandenberghe,18,12,5,3,1207,0,0,0,1,0,0,0,0,Speler,0.336,0.0,0.075,4,3,1,2,295,0,0,0,0,0,0,0,0,-0.128,0.018,0.018,1.599,-3.262,3.006,-0.08,0.308,1.126,-1.899,2.516,0.27
K. SV Moorsele A,Matthijs Blancke,23,18,3,0,1737,0,0,0,1,0,0,0,0,Speler,0.313,0.0,0.052,5,4,1,0,405,0,0,0,1,0,0,0,0,-0.929,-0.724,-0.724,1.875,-4.604,2.746,-0.5,-0.63,1.29,-3.158,1.898,-0.49
K. SV Moorsele A,Melvin Manuel Neves,6,3,3,4,281,0,0,0,0,0,0,0,0,Speler,0.287,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.269,0.269,2.008,-3.307,4.563,0.31,0.413,1.391,-2.313,3.14,0.3
K. SV Moorsele A,Niel Neyrinck,18,14,4,6,1210,0,0,0,1,0,0,0,0,Speler,0.394,0.0,0.074,5,4,1,2,309,0,0,0,0,0,0,0,0,0.549,0.612,0.612,1.612,-2.612,3.709,0.34,0.953,1.129,-1.261,3.166,0.84
K. SV Moorsele A,Obe Eggermont,17,14,3,11,1005,0,0,0,0,0,0,0,0,Speler,0.323,0.0,0.0,5,5,0,4,372,0,0,0,0,0,0,0,0,-0.378,-0.297,-0.297,1.665,-3.642,2.885,-0.23,-0.41,1.16,-2.683,1.864,-0.35
K. SV Moorsele A,Obie De Smet,16,12,4,4,1093,0,0,0,3,0,0,0,0,Speler,0.202,0.0,0.247,4,4,0,0,360,0,0,0,1,0,0,0,0,0.822,0.441,0.441,1.592,-2.298,3.941,0.52,-0.633,1.124,-2.837,1.57,-0.56
K. SV Moorsele A,Owen Deceuninck,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. SV Moorsele A,Rune Deprez,3,0,3,0,58,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,1,0,12,0,0,0,0,0,0,0,0,-0.837,-0.384,-0.384,2.655,-6.042,4.368,-0.32,-0.029,1.752,-3.463,3.405,-0.02
K. SV Moorsele A,Rune Six,10,3,6,3,329,0,0,0,1,0,0,0,0,Speler,0.47,0.0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.064,0.064,1.921,-3.729,3.802,0.02,0.312,1.339,-2.313,2.937,0.23
K. SV Moorsele A,Simon Buyssens,14,5,8,5,480,0,0,0,0,0,0,0,0,Speler,0.218,0.0,0.0,1,0,1,0,12,0,0,0,0,0,0,0,0,-0.527,-0.325,-0.325,1.732,-3.921,2.867,-0.3,-1.603,1.222,-3.998,0.792,-1.31
