date,homeTeam,awayTeam,homeScore,awayScore,elo_home_before,elo_away_before,expected_home,expected_away,result_home,result_away,G,elo_home_after,elo_away_after
01/03/2026,K. FC Marke A,K. SV Bredene A,6,1,1531.26,1182.56,0.8816,0.1184,1.0,0.0,2.0,1538.37,1175.45
07/03/2026,K. Eendr. Wervik A,K. FC Heist A,2,1,1531.34,1504.33,0.5388,0.4612,1.0,0.0,1.0,1545.17,1490.5
07/03/2026,KFC Aalbeke Sport A,K. WS Oudenburg,2,0,1490.84,1432.87,0.5827,0.4173,1.0,0.0,1.625,1511.19,1412.52
07/03/2026,S.V. Wevelgem City A,FC Sp. Heestert A,1,2,1542.45,1505.96,0.5523,0.4477,0.0,1.0,1.0,1525.88,1522.53
07/03/2026,K. RC Bissegem,K. FC Marke A,4,1,1543.78,1538.37,0.5078,0.4922,1.0,0.0,1.75,1569.62,1512.53
07/03/2026,K. SV Bredene A,Club Roeselare,0,3,1175.45,1451.79,0.1693,0.8307,0.0,1.0,1.75,1166.57,1460.68
08/03/2026,K. SV Moorsele A,Zwevegem Sport,1,2,1373.59,1608.41,0.2056,0.7944,0.0,1.0,1.0,1367.42,1614.58
08/03/2026,K.R.C. Waregem A,K. FC Varsenare A,2,0,1571.01,1576.34,0.4923,0.5077,1.0,0.0,1.625,1595.76,1551.59
08/03/2026,K.S.C. Wielsbeke,K. VC Ardooie A,1,2,1598.39,1555.07,0.562,0.438,0.0,1.0,1.0,1581.53,1571.93
14/03/2026,FC Sp. Heestert A,K.S.C. Wielsbeke,1,5,1522.53,1581.53,0.4159,0.5841,0.0,1.0,1.875,1499.14,1604.92
14/03/2026,KFC Aalbeke Sport A,K.R.C. Waregem A,2,1,1511.19,1595.76,0.3806,0.6194,1.0,0.0,1.0,1529.77,1577.18
14/03/2026,Zwevegem Sport,S.V. Wevelgem City A,2,0,1614.58,1525.88,0.6249,0.3751,1.0,0.0,1.625,1632.87,1507.6
15/03/2026,Club Roeselare,K. RC Bissegem,2,0,1460.68,1569.62,0.3482,0.6518,1.0,0.0,1.625,1492.45,1537.84
15/03/2026,K. WS Oudenburg,K. Eendr. Wervik A,0,4,1412.52,1545.17,0.3179,0.6821,0.0,1.0,1.875,1394.64,1563.05
15/03/2026,K. FC Heist A,K. FC Varsenare A,3,4,1490.5,1551.59,0.413,0.587,0.0,1.0,1.0,1478.11,1563.98
15/03/2026,K. FC Marke A,K. VC Ardooie A,4,2,1512.53,1571.93,0.4153,0.5847,1.0,0.0,1.625,1541.03,1543.42
15/03/2026,K. SV Moorsele A,K. SV Bredene A,2,1,1367.42,1166.57,0.7606,0.2394,1.0,0.0,1.0,1374.61,1159.39
21/03/2026,K. Eendr. Wervik A,K. SV Moorsele A,1,1,1563.05,1374.61,0.7474,0.2526,0.5,0.5,1.0,1555.63,1382.03
21/03/2026,K. RC Bissegem,KFC Aalbeke Sport A,2,4,1537.84,1529.77,0.5116,0.4884,0.0,1.0,1.625,1512.9,1554.71
21/03/2026,K. SV Bredene A,K. WS Oudenburg,2,4,1159.39,1394.64,0.2052,0.7948,0.0,1.0,1.625,1149.38,1404.65
21/03/2026,K. FC Varsenare A,FC Sp. Heestert A,4,1,1563.98,1499.14,0.5923,0.4077,1.0,0.0,1.75,1585.39,1477.73
22/03/2026,K.R.C. Waregem A,K. FC Heist A,2,3,1577.18,1478.11,0.6388,0.3612,0.0,1.0,1.0,1558.02,1497.27
22/03/2026,K. VC Ardooie A,Zwevegem Sport,1,2,1543.42,1632.87,0.3741,0.6259,0.0,1.0,1.0,1532.2,1644.09
22/03/2026,K.S.C. Wielsbeke,K. FC Marke A,0,0,1604.92,1541.03,0.5909,0.4091,0.5,0.5,1.0,1602.19,1543.76
22/03/2026,S.V. Wevelgem City A,Club Roeselare,0,2,1507.6,1492.45,0.5218,0.4782,0.0,1.0,1.625,1482.16,1517.89
28/03/2026,K. SV Moorsele A,K. FC Varsenare A,3,4,1382.03,1585.39,0.2367,0.7633,0.0,1.0,1.0,1374.93,1592.49
28/03/2026,FC Sp. Heestert A,K. SV Bredene A,4,1,1477.73,1149.38,0.8688,0.1312,1.0,0.0,1.75,1484.62,1142.49
28/03/2026,KFC Aalbeke Sport A,S.V. Wevelgem City A,3,5,1554.71,1482.16,0.6029,0.3971,0.0,1.0,1.625,1525.32,1511.55
28/03/2026,Zwevegem Sport,K.S.C. Wielsbeke,3,3,1644.09,1602.19,0.56,0.44,0.5,0.5,1.0,1642.29,1603.99
29/03/2026,K. WS Oudenburg,K. VC Ardooie A,0,3,1404.65,1532.2,0.3243,0.6757,0.0,1.0,1.75,1387.62,1549.23
29/03/2026,K. FC Heist A,K. FC Marke A,1,2,1497.27,1543.76,0.4335,0.5665,0.0,1.0,1.0,1484.27,1556.76
29/03/2026,K.R.C. Waregem A,K. RC Bissegem,2,0,1558.02,1512.9,0.5646,0.4354,1.0,0.0,1.625,1579.24,1491.67
29/03/2026,Club Roeselare,K. Eendr. Wervik A,4,4,1517.89,1555.63,0.4459,0.5541,0.5,0.5,1.0,1519.51,1554.01
01/04/2026,K.S.C. Wielsbeke,KFC Aalbeke Sport A,1,1,1603.99,1525.32,0.6113,0.3887,0.5,0.5,1.0,1600.65,1528.66
02/04/2026,K.R.C. Waregem A,K. SV Moorsele A,4,1,1579.24,1374.93,0.7643,0.2357,1.0,0.0,1.75,1591.62,1362.55
11/04/2026,K. SV Bredene A,KFC Aalbeke Sport A,1,2,1142.49,1528.66,0.0977,0.9023,0.0,1.0,1.0,1139.56,1531.59
11/04/2026,K. FC Varsenare A,Zwevegem Sport,3,1,1592.49,1642.29,0.4288,0.5712,1.0,0.0,1.625,1620.33,1614.44
11/04/2026,K. RC Bissegem,K. SV Moorsele A,2,1,1491.67,1362.55,0.6777,0.3223,1.0,0.0,1.0,1501.34,1352.88
11/04/2026,K. FC Marke A,Club Roeselare,1,1,1556.76,1519.51,0.5534,0.4466,0.5,0.5,1.0,1555.16,1521.12
11/04/2026,K. VC Ardooie A,K. FC Heist A,5,2,1549.23,1484.27,0.5924,0.4076,1.0,0.0,1.75,1570.63,1462.87
11/04/2026,K. Eendr. Wervik A,FC Sp. Heestert A,2,0,1554.01,1484.62,0.5986,0.4014,1.0,0.0,1.625,1573.58,1465.05
11/04/2026,S.V. Wevelgem City A,K.R.C. Waregem A,3,0,1511.55,1591.62,0.3868,0.6132,1.0,0.0,1.75,1543.75,1559.43
12/04/2026,K.S.C. Wielsbeke,K. WS Oudenburg,2,1,1600.65,1387.62,0.7732,0.2268,1.0,0.0,1.0,1607.46,1380.82
18/04/2026,FC Sp. Heestert A,K. VC Ardooie A,3,3,1465.05,1570.63,0.3526,0.6474,0.5,0.5,1.0,1469.47,1566.2
18/04/2026,KFC Aalbeke Sport A,K. Eendr. Wervik A,4,1,1531.59,1573.58,0.4399,0.5601,1.0,0.0,1.75,1561.0,1544.17
18/04/2026,K.R.C. Waregem A,K. SV Bredene A,8,0,1559.43,1139.56,0.9181,0.0819,1.0,0.0,2.375,1565.26,1133.73
18/04/2026,K. FC Varsenare A,S.V. Wevelgem City A,0,1,1620.33,1543.75,0.6085,0.3915,0.0,1.0,1.0,1602.08,1562.0
18/04/2026,Club Roeselare,K. SV Moorsele A,2,6,1521.12,1352.88,0.7248,0.2752,0.0,1.0,1.875,1480.35,1393.65
19/04/2026,K. WS Oudenburg,K. RC Bissegem,1,3,1380.82,1501.34,0.3332,0.6668,0.0,1.0,1.625,1364.58,1517.58
19/04/2026,Zwevegem Sport,K. FC Marke A,2,2,1614.44,1555.16,0.5845,0.4155,0.5,0.5,1.0,1611.91,1557.69
19/04/2026,K. FC Heist A,K.S.C. Wielsbeke,1,3,1462.87,1607.46,0.3032,0.6968,0.0,1.0,1.625,1448.09,1622.24
26/04/2026,K. SV Bredene A,K. FC Heist A,4,0,1133.73,1448.09,0.1407,0.8593,1.0,0.0,1.875,1182.06,1399.75
26/04/2026,K. Eendr. Wervik A,K.R.C. Waregem A,6,3,1544.17,1565.26,0.4697,0.5303,1.0,0.0,1.75,1572.01,1537.42
26/04/2026,K. RC Bissegem,Zwevegem Sport,0,4,1517.58,1611.91,0.3675,0.6325,0.0,1.0,1.875,1496.91,1632.58
26/04/2026,S.V. Wevelgem City A,K. WS Oudenburg,4,2,1562.0,1364.58,0.757,0.243,1.0,0.0,1.625,1573.85,1352.73
26/04/2026,K.S.C. Wielsbeke,Club Roeselare,3,1,1622.24,1480.35,0.6936,0.3064,1.0,0.0,1.625,1637.18,1465.41
26/04/2026,K. SV Moorsele A,KFC Aalbeke Sport A,3,0,1393.65,1561.0,0.2762,0.7238,1.0,0.0,1.75,1431.65,1523.0
26/04/2026,K. VC Ardooie A,K. FC Varsenare A,4,3,1566.2,1602.08,0.4485,0.5515,1.0,0.0,1.0,1582.75,1585.54
26/04/2026,K. FC Marke A,FC Sp. Heestert A,3,4,1557.69,1469.47,0.6243,0.3757,0.0,1.0,1.0,1538.97,1488.2
